invoiceNo,channel,saleDate,totalAmount,paymentStatus,notes,createdAt,itemCount,totalQuantity,items
INV-0046,Fair2,2026-06-27,300,paid,,2026-06-27T19:48:31.233Z,1,1,"[{""productName"":""Dior Sauvage Spray"",""productSKU"":""DioSau_SP"",""sizeMl"":6,""quantity"":1,""unitPrice"":300,""totalPrice"":300,""productType"":""spray""}]"
INV-0045,Fair2,2026-06-27,150,paid,,2026-06-27T19:48:30.968Z,1,1,"[{""productName"":""Aqua DI Gio"",""productSKU"":""AquGio"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":150,""totalPrice"":150,""productType"":""roll-on""}]"
INV-0044,Fair2,2026-06-27,170,paid,,2026-06-27T19:48:30.713Z,1,1,"[{""productName"":""Vampire B."",""productSKU"":""VampB"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":170,""totalPrice"":170,""productType"":""roll-on""}]"
INV-0043,Fair2,2026-06-27,120,paid,,2026-06-27T19:48:30.461Z,1,1,"[{""productName"":""Blue berry"",""productSKU"":""BluBer"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":120,""totalPrice"":120,""productType"":""roll-on""}]"
INV-0042,Fair2,2026-06-27,150,paid,,2026-06-27T19:48:30.187Z,1,1,"[{""productName"":""Gucci Flora"",""productSKU"":""GucFla"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":150,""totalPrice"":150,""productType"":""roll-on""}]"
INV-0041,Fair2,2026-06-27,140,paid,,2026-06-27T19:48:29.933Z,1,1,"[{""productName"":""Vanila"",""productSKU"":""Vanil"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":140,""totalPrice"":140,""productType"":""roll-on""}]"
INV-0040,Fair2,2026-06-27,120,paid,,2026-06-27T19:48:29.586Z,1,1,"[{""productName"":""Red Tobaco"",""productSKU"":""RedTob"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":120,""totalPrice"":120,""productType"":""roll-on""}]"
INV-0039,Fair2,2026-06-27,150,paid,,2026-06-27T19:48:29.329Z,1,1,"[{""productName"":""Dior Sauvage"",""productSKU"":""DioSau"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":150,""totalPrice"":150,""productType"":""roll-on""}]"
INV-0038,Fair2,2026-06-27,150,paid,,2026-06-27T19:48:29.067Z,1,1,"[{""productName"":""Vampire B."",""productSKU"":""VampB"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":150,""totalPrice"":150,""productType"":""roll-on""}]"
INV-0037,Fair2,2026-06-27,140,paid,,2026-06-27T19:48:28.805Z,1,1,"[{""productName"":""Davidoff Cool Water"",""productSKU"":""DavCoo"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":140,""totalPrice"":140,""productType"":""roll-on""}]"
INV-0036,Fair2,2026-06-27,150,paid,,2026-06-27T19:48:28.552Z,1,1,"[{""productName"":""Vampire B."",""productSKU"":""VampB"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":150,""totalPrice"":150,""productType"":""roll-on""}]"
INV-0035,Fair2,2026-06-27,150,paid,,2026-06-27T19:48:28.295Z,1,1,"[{""productName"":""Gucci Flora"",""productSKU"":""GucFla"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":150,""totalPrice"":150,""productType"":""roll-on""}]"
INV-0034,Fair2,2026-06-27,140,paid,,2026-06-27T19:48:28.045Z,1,1,"[{""productName"":""Gucci Flora"",""productSKU"":""GucFla"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":140,""totalPrice"":140,""productType"":""roll-on""}]"
INV-0033,Fair2,2026-06-27,750,paid,,2026-06-27T19:48:27.797Z,1,1,"[{""productName"":""Vampire B."",""productSKU"":""VampB"",""sizeMl"":15,""quantity"":1,""unitPrice"":750,""totalPrice"":750,""productType"":""roll-on""}]"
INV-0032,Fair2,2026-06-27,120,paid,,2026-06-27T19:48:27.546Z,1,1,"[{""productName"":""Fantasy"",""productSKU"":""Fant"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":120,""totalPrice"":120,""productType"":""roll-on""}]"
INV-0031,Fair2,2026-06-27,120,paid,,2026-06-27T19:48:27.290Z,1,1,"[{""productName"":""kacha beli"",""productSKU"":""KacBel"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":120,""totalPrice"":120,""productType"":""roll-on""}]"
INV-0030,Fair2,2026-06-27,150,paid,,2026-06-27T19:48:27.027Z,1,1,"[{""productName"":""Good Girl"",""productSKU"":""GooGir"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":150,""totalPrice"":150,""productType"":""roll-on""}]"
INV-0029,Fair2,2026-06-27,170,paid,,2026-06-27T19:48:26.775Z,1,1,"[{""productName"":""Vampire B."",""productSKU"":""VampB"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":170,""totalPrice"":170,""productType"":""roll-on""}]"
INV-0028,Fair2,2026-06-27,150,paid,,2026-06-27T19:48:26.516Z,1,1,"[{""productName"":""Dior Sauvage"",""productSKU"":""DioSau"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":150,""totalPrice"":150,""productType"":""roll-on""}]"
INV-0027,Fair2,2026-06-27,150,paid,,2026-06-27T19:48:26.258Z,1,1,"[{""productName"":""Aqua DI Gio"",""productSKU"":""AquGio"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":150,""totalPrice"":150,""productType"":""roll-on""}]"
INV-0026,Fair2,2026-06-27,350,paid,,2026-06-27T19:48:25.852Z,1,1,"[{""productName"":""Vampire B. Spray"",""productSKU"":""VampB_SP"",""sizeMl"":6,""quantity"":1,""unitPrice"":350,""totalPrice"":350,""productType"":""spray""}]"
INV-0025,Fair2,2026-06-27,120,paid,,2026-06-27T19:48:25.599Z,1,1,"[{""productName"":""victoriya secret"",""productSKU"":""VicSec"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":120,""totalPrice"":120,""productType"":""roll-on""}]"
INV-0024,Fair1,2026-06-27,300,paid,,2026-06-27T19:48:25.190Z,1,1,"[{""productName"":""Fantasy Spray"",""productSKU"":""Fant_SP"",""sizeMl"":6,""quantity"":1,""unitPrice"":300,""totalPrice"":300,""productType"":""spray""}]"
INV-0023,Fair1,2026-06-27,320,paid,,2026-06-27T19:48:24.774Z,1,1,"[{""productName"":""Vanila Spray"",""productSKU"":""Vanil_SP"",""sizeMl"":6,""quantity"":1,""unitPrice"":320,""totalPrice"":320,""productType"":""spray""}]"
INV-0022,Fair1,2026-06-27,120,paid,,2026-06-27T19:48:24.518Z,1,1,"[{""productName"":""Creed Aventus"",""productSKU"":""CreAve"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":120,""totalPrice"":120,""productType"":""roll-on""}]"
INV-0021,Fair1,2026-06-27,120,paid,,2026-06-27T19:48:24.261Z,1,1,"[{""productName"":""Fantasy"",""productSKU"":""Fant"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":120,""totalPrice"":120,""productType"":""roll-on""}]"
INV-0020,Fair1,2026-06-27,120,paid,,2026-06-27T19:48:23.953Z,1,1,"[{""productName"":""Dunhil desire"",""productSKU"":""DunDes"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":120,""totalPrice"":120,""productType"":""roll-on""}]"
INV-0019,Fair1,2026-06-27,330,paid,,2026-06-27T19:48:23.544Z,1,1,"[{""productName"":""victoriya secret Spray"",""productSKU"":""VicSec_SP"",""sizeMl"":6,""quantity"":1,""unitPrice"":330,""totalPrice"":330,""productType"":""spray""}]"
INV-0018,Fair1,2026-06-27,170,paid,,2026-06-27T19:48:23.280Z,1,1,"[{""productName"":""Vampire B."",""productSKU"":""VampB"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":170,""totalPrice"":170,""productType"":""roll-on""}]"
INV-0017,Fair1,2026-06-27,110,paid,,2026-06-27T19:48:23.025Z,1,1,"[{""productName"":""Versace EROS"",""productSKU"":""VerEros"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":110,""totalPrice"":110,""productType"":""roll-on""}]"
INV-0016,Fair1,2026-06-27,110,paid,,2026-06-27T19:48:22.751Z,1,1,"[{""productName"":""Versace EROS"",""productSKU"":""VerEros"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":110,""totalPrice"":110,""productType"":""roll-on""}]"
INV-0015,Fair1,2026-06-27,120,paid,,2026-06-27T19:48:22.487Z,1,1,"[{""productName"":""Dunhil desire"",""productSKU"":""DunDes"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":120,""totalPrice"":120,""productType"":""roll-on""}]"
INV-0014,Fair1,2026-06-27,170,paid,,2026-06-27T19:48:22.231Z,1,1,"[{""productName"":""Vampire B."",""productSKU"":""VampB"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":170,""totalPrice"":170,""productType"":""roll-on""}]"
INV-0013,Fair1,2026-06-27,150,paid,,2026-06-27T19:48:21.975Z,1,1,"[{""productName"":""Vampire B."",""productSKU"":""VampB"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":150,""totalPrice"":150,""productType"":""roll-on""}]"
INV-0012,Fair1,2026-06-27,100,paid,,2026-06-27T19:48:21.714Z,1,1,"[{""productName"":""Ultra male"",""productSKU"":""UltMal"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":100,""totalPrice"":100,""productType"":""roll-on""}]"
INV-0011,Fair1,2026-06-27,110,paid,,2026-06-27T19:48:21.459Z,1,1,"[{""productName"":""Blue berry"",""productSKU"":""BluBer"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":110,""totalPrice"":110,""productType"":""roll-on""}]"
INV-0010,Fair1,2026-06-27,230,paid,,2026-06-27T19:48:21.196Z,1,1,"[{""productName"":""Fantasy"",""productSKU"":""Fant"",""sizeMl"":6,""quantity"":1,""unitPrice"":230,""totalPrice"":230,""productType"":""roll-on""}]"
INV-0009,Fair1,2026-06-27,120,paid,,2026-06-27T19:48:20.941Z,1,1,"[{""productName"":""Blue berry"",""productSKU"":""BluBer"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":120,""totalPrice"":120,""productType"":""roll-on""}]"
INV-0008,Fair1,2026-06-27,140,paid,,2026-06-27T19:48:20.685Z,1,1,"[{""productName"":""Blue de Chanel"",""productSKU"":""BluCha"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":140,""totalPrice"":140,""productType"":""roll-on""}]"
INV-0007,Fair1,2026-06-27,280,paid,,2026-06-27T19:48:20.433Z,1,1,"[{""productName"":""Vampire B."",""productSKU"":""VampB"",""sizeMl"":6,""quantity"":1,""unitPrice"":280,""totalPrice"":280,""productType"":""roll-on""}]"
INV-0006,Fair1,2026-06-27,300,paid,,2026-06-27T19:48:20.176Z,1,1,"[{""productName"":""Vampire B."",""productSKU"":""VampB"",""sizeMl"":6,""quantity"":1,""unitPrice"":300,""totalPrice"":300,""productType"":""roll-on""}]"
INV-0005,Fair1,2026-06-27,280,paid,,2026-06-27T19:48:19.753Z,1,1,"[{""productName"":""Armanis.w.y Spray"",""productSKU"":""ArmWy_SP"",""sizeMl"":6,""quantity"":1,""unitPrice"":280,""totalPrice"":280,""productType"":""spray""}]"
INV-0004,Fair1,2026-06-27,150,paid,,2026-06-27T19:48:19.503Z,1,1,"[{""productName"":""Vampire B."",""productSKU"":""VampB"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":150,""totalPrice"":150,""productType"":""roll-on""}]"
INV-0003,Fair1,2026-06-27,140,paid,,2026-06-27T19:48:19.253Z,1,1,"[{""productName"":""Dunhill Icon"",""productSKU"":""DunIco_2"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":140,""totalPrice"":140,""productType"":""roll-on""}]"
INV-0002,Fair1,2026-06-27,100,paid,,2026-06-27T19:48:18.992Z,1,1,"[{""productName"":""Blue berry"",""productSKU"":""BluBer"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":100,""totalPrice"":100,""productType"":""roll-on""}]"
INV-0001,Fair1,2026-06-27,100,paid,,2026-06-27T19:48:18.726Z,1,1,"[{""productName"":""Versace EROS"",""productSKU"":""VerEros"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":100,""totalPrice"":100,""productType"":""roll-on""}]"
